,CD4 T,CD14 Monocytes,B,CD8 T,NK,FCGR3A Monocytes,Dendritic,Megakaryocytes
5627,CPNE3,RP11-1060J15.4,SORD,NOXA1,STK32C,AC008174.3,RP11-403A21.1,FEZ1
5628,MIR3615,PRMT6,MCM3AP-AS1,GNG10,AC131056.3,MOK,RP4-539M6.22,ACP6
5629,ERMP1,LINC00865,SCD,FBXO41,U2SURP,RNF222,RP11-47A8.5,PTGR2
5630,RP11-395G23.3,LONRF3,CTD-2410N18.3,IGF1R,WDR66,LA16c-358B7.3,HSPA2,ANKRD16
5631,SEZ6,AC009133.14,C1orf172,PACSIN1,C1R,NPIPB6,LINC00884,GOLGA8B
5632,C22orf15,RP11-442H21.2,KIAA0232,RP11-262H14.4,APOA1,RP11-6F2.5,RP11-279F6.3,FAM109A
5633,FOXD2,AP003774.4,AC021188.4,DNAJA2,RP11-67L2.2,MXRA8,PPIL6,RP4-612B15.3
5634,CANT1,C1orf109,PYGM,RP11-58B17.2,RP11-312B8.1,RP11-707M3.3,PARM1,BCL2L2
5635,LRRC59,SAPCD2,ZBTB26,FDXR,NAGA,COL17A1,DLEU7,FAM114A1
5636,H3F3C,ZNF84,SRD5A1,SLC51A,CTC-301O7.4,PTRF,CTD-2547L24.4,RP11-383C5.4
5637,ZNF555,GZF1,AC108488.4,NBR1,NCOA2,CNKSR1,PRRG4,ZNF213
5638,DST,RP11-415F23.2,SIPA1,RNF43,SEC24A,ZNF286B,FAM13A-AS1,ZNF133
5639,RP11-348F1.2,RPS4Y2,DPH2,KCNMB1,FAM92A1,SCARA5,RP11-367J11.3,SLC1A7
5640,STEAP3,AC116614.1,RP11-513M16.7,CDC6,SPAG8,QRICH2,TIGD3,AC009299.3
5641,CSPP1,RP11-147L13.2,RP11-432J24.2,GNPDA2,SGSM1,SYCP2,WFS1,IRF2BP1
5642,KATNB1,MPZ,LNX1,SHCBP1,ANKLE1,AC137932.1,UNC45B,LNX2
5643,RP11-89F3.2,SPIN3,RP11-175O19.4,OSR2,ZNF416,FGF9,ZNF630,RP11-553L6.5
5644,HIPK3,RIN2,VPS54,PLIN5,CBY1,PLA2G1B,CTD-2547L16.1,ZNF571
5645,KIAA0586,MMP25,CATSPERG,CECR6,ENO3,KRT8,ATAD3A,ALDH1B1
5646,IPO8,RP11-307C12.13,DUSP8,SAPCD2,AC009473.1,RP11-429E11.3,TNIP3,PTBP2
5647,RP11-504P24.8,PROCA1,NUDT19,RP4-684O24.5,TRPV3,KTN1-AS1,LGALS4,RP11-372K14.2
5648,SPA17,RECQL5,LRRC7,CARD6,CTD-3093M3.1,PTPDC1,CCDC13,CHST13
5649,MTBP,CABLES1,USP54,ZGPAT,CENPV,SLC16A10,GS1-114I9.1,PPAPDC2
5650,ATF5,BTBD19,RP11-452L6.7,RP5-940J5.9,PKN3,AC123768.4,TSSK6,MAN1C1
5651,TRAF6,PTGR2,PRPF40B,DOCK4,JAKMIP2,CRHBP,ACACB,NPHP1
5652,ZFP37,USP27X,CTD-3195I5.1,CEBPA-AS1,WNT10B,SUGCT,EBI3,RP13-580F15.2
5653,AC002116.7,KATNAL1,FBF1,MYO10,RP13-317D12.3,RP11-540O11.6,UHRF1BP1,KIAA0754
5654,SUV39H1,ZBED3,CORO6,RP11-206L10.9,POPDC2,CTB-113P19.5,RAB12,RP11-211G3.2
5655,ASF1A,C9orf9,CTC-428H11.2,RASA4B,CTD-2587H19.1,RAB15,CYTH3,KLF8
5656,RFC1,LINC00265,ZNF248,CTA-293F17.1,H1FX-AS1,SCARF2,WSB2,AC023490.1
5657,RP11-423H2.3,PC,HSF5,SUPT5H,ZNF578,RP11-46J23.1,USP35,ZNF189
5658,ACSBG1,CCDC183,BAIAP2-AS1,LINC00656,PVR,GPATCH1,AC018755.1,WDR44
5659,VSIG2,ARHGAP5-AS1,ZNF235,PKMYT1,CTA-217C2.1,C9orf24,FAM47E-STBD1-1,KIAA0586
5660,KIFC2,ZNF257,RP4-800J21.3,ARSE,DNAJC3-AS1,CTD-2054N24.2,RP11-430H10.1,EBF1
5661,GPR63,AC011747.4,TAS2R14,SERPINB2,INCENP,GPM6A,PRDM11,C15orf41
5662,DENND6B,THAP9,ABHD4,SIPA1L2,XKR6,CTD-2227I18.1,KLHL32,SLC9A3R2
5663,IL17RA,SRCRB4D,C9orf38,KB-1507C5.4,TMEM131,ATP8A2,COL17A1,AC132872.2
5664,DMWD,ZNF654,YAE1D1,CTA-407F11.8,RP11-422P24.11,RP11-279O9.4,TJP3,MTFR1
5665,BCL2L14,RP11-641A6.2,HEATR3,RP11-362F19.3,OIP5,RP11-46H11.3,REG4,KB-431C1.4
5666,FTO,ZNF70,RP11-315O6.1,RP11-672L10.6,POC1B,RP11-264L1.4,C2orf62,C4orf46
5667,CCND1,FAM89A,LTBP3,OTOA,DLG4,GCNT4,KLHL25,SAP30
5668,TUBGCP4,ERCC8,MSL2,MCM10,SEMA5A,SLFNL1,FBXO36,ASB13
5669,C16orf70,MIR940,SUCO,SPR,MT3,SLC23A3,SAMD14,SPATA24
5670,RP11-492E3.2,FAM161A,RP5-1148A21.3,ADORA3,GRN,ADAMTSL5,CUZD1,N4BP2
5671,TMEM143,VPS16,RP11-423H2.3,RP5-899E9.1,EFNA3,RP11-291B21.2,ZNF165,DGKQ
5672,RP13-270P17.1,C1QTNF4,VSIG2,RP11-764K9.1,RAPGEF1,MYO1B,PDE4C,SLC38A7
5673,SGSM1,UHMK1,PANX1,RP11-212I21.4,IL24,TBRG4,AC093609.1,WASL
5674,TJP3,UBE2F,KIF23,RP11-552D4.1,SFTPD,RP11-403A21.1,CTB-129P6.4,ZNF512B
5675,C19orf33,RP11-161M6.3,CLASP1,LINC01094,RLN1,FAM228A,AC129492.6,RP11-863P13.2
5676,GNPDA2,SLC4A8,AF213884.2,C9orf47,AP4B1,TMEM254-AS1,RP11-452C13.1,ATG2B
5677,RP11-441O15.3,PSPN,PRPF40A,C2orf62,KLHL42,ZNF396,RP11-469M7.1,CHEK2
5678,NPIPB11,BZRAP1,ANKMY2,AC099850.1,GLA,RP11-66B24.2,SLC35G2,RP11-701P16.5
5679,CASP10,MIR29A,PNPLA7,RP11-81A22.5,SH2D3A,FAM47E,RP11-480D4.6,GPR150
5680,CUL4B,RFX1,TRIM2,RP11-277B15.3,LATS2,SLC10A1,RP11-178L8.7,RCBTB1
5681,RP11-66N11.8,TMCC1,PMM2,CCDC26,CREBBP,C19orf77,RP1-317E23.3,MPZL3
5682,SERPINI1,RP11-404F10.2,AC005253.2,IL10,RP11-513I15.6,RP11-111J6.2,CTD-2583P5.3,ATP8B2
5683,KDELC2,P2RY11,LINC00893,RP11-356C4.3,GMNN,GPR157,GRK4,CASK
5684,ZNF397,ALCAM,RHEBL1,PDP2,LRRC34,LRP5,C5,RFX7
5685,CCDC50,TAS2R14,TLK1,TMPRSS13,POLD3,RP11-513M16.7,CCL27,AEBP1
5686,SLC6A16,PARD6B,F2R,CKM,SCRN3,RP11-553L6.5,NAP1L3,PCNXL2
5687,IDH2,MDM2,CTB-32O4.2,CTD-2571L23.8,PLAGL1,RP11-265P11.2,DMPK,ARHGAP12
5688,RP4-549L20.3,SCRIB,TGFB3,CAMP,ALG11,CACNA1C,RP11-407G23.3,ZNF682
5689,ZNF417,RP11-805I24.1,FAM21C,EHHADH,C6orf57,SV2A,DBNDD1,TMC4
5690,LINC00959,TMEM88,AC090186.1,RP11-525A16.4,GOLIM4,RNF175,RP5-864K19.4,PROCA1
5691,AKAP11,BGLAP,CEP170,LINC00482,NHLRC4,ANKRD31,CCNE1,LOXL3
5692,ZNF619,C17orf107,SLFNL1,GPR61,AC007383.3,C4orf47,RP11-95D17.1,CEP97
5693,CTD-3195I5.1,RP11-277P12.20,RP11-378A13.2,IL1RL2,GAA,AF127936.7,EPHA4,NFYC-AS1
5694,P2RX1,CELSR1,SPAG5,CTB-96E2.7,SACS,ABLIM2,AP000769.7,C19orf82
5695,TSSK6,CTD-2540F13.2,BTBD3,GPER1,CARD6,RP3-477O4.16,COL4A3,RPRD1B
5696,PIDD,IL11RA,ZNF347,PADI2,TTC34,CTD-2532N20.1,RP11-1060J15.4,TTN
5697,MKL2,PPFIBP2,GPRASP1,RP5-1142A6.8,RP11-15A1.7,RP11-379K17.4,GCNT4,ZNF575
5698,CMTM2,FITM1,BBS9,KRT23,CLCN7,SUN3,MAP6D1,MSANTD2
5699,AC144652.1,AE000662.92,APOBEC3F,RP11-286E11.1,DICER1-AS1,RP13-131K19.7,KRT86,TMEM170B
5700,C5orf42,FAM21A,SH3PXD2A,NHS,WFS1,HKDC1,HIST2H2AB,L3MBTL1
5701,KIAA1107,DEPDC5,KIAA1279,SSC5D,ZNF654,NRCAM,ELMO3,PODXL2
5702,EIF4EBP3,IFT81,CPOX,BATF2,HOXA10,CTB-47B11.3,FLJ45079,POU6F1
5703,CLCN3,SEPSECS,HIST1H2AH,RP11-338C15.3,PRR22,CTD-2047H16.4,RP11-326C3.11,RP11-350N15.5
5704,SCGB1B2P,ZFP28,GPT2,RP11-156K13.3,PVRL1,COX6B2,CTC-297N7.8,PPP6R1
5705,CBWD6,PSMC1,UMPS,RTEL1-TNFRSF6B,SECISBP2L,RP11-137H2.4,OTOF,SPTSSB
5706,RALGAPA1,GLCE,SIRPB2,TDRD9,PSMG3-AS1,RP4-684O24.5,CTA-445C9.14,UBOX5
5707,PEX6,TRAF3IP1,FAM178A,WDPCP,ITPK1,SLCO4A1,WNT11,SEPT10
5708,RP11-164H13.1,AC006994.2,FAM198B,CTD-2514K5.2,KIAA0753,ZBTB8A,RP11-221J22.2,TAPT1-AS1
5709,ZNF691,AKAP5,ACO1,SRGAP1,BBS7,RP11-290L1.3,RP11-282O18.3,GSTM2
5710,SPIRE2,VWDE,TMEM64,RP11-472N13.3,NADK2,UGGT1,SLC5A2,CNTLN
5711,C22orf26,TRIM37,ST3GAL3,PROS1,GDPD3,ZNF284,C7orf25,TTLL11
5712,RBM15B,MAP3K4,GDAP1,DTNA,MON1B,MAGI3,IGSF9B,PTCD2
5713,TOMM40L,CTC-518P12.6,ZNF473,FAM127C,CDK18,HSPG2,HIVEP1,RP11-410L14.2
5714,PARK2,MCF2L2,CRYBG3-1,CTA-373H7.7,GFPT1,RP11-774O3.3,ACVR1C,RP11-473I1.5
5715,SLC16A13,RP11-91G21.1,MAN2B2,LINC00884,TMEM206,AP001610.5,CCDC15,FIGNL1
5716,OCM,DHRS11,TET1,LRG1,FTX,SEZ6,IL27,KIAA0556
5717,NACC1,ZNF692,DPCD,RNASE3,ZNF768,PTPRM,FITM1,C10orf35
5718,MMP14,ELP4,ZNF579,RP11-53I6.3,CD200,GAS8,MCM10,SYT17
5719,C2orf44,CECR6,USP49,MPO,GATM,MADCAM1,FAM161A,SCGB3A2
5720,BNIP1,RP13-270P17.1,TPRN,RP11-452C13.1,CIT,B3GNT9,RP13-131K19.7,ZNF707
5721,CD248,NRAS,PXN,ELANE,INTS6-AS1,WNT2B,RP11-355B11.2,ZNF230
5722,FBXL22,EDC4,ZNF322,UCHL1,KMO,NME7,AVEN,NBPF20
5723,LA16c-358B7.3,KRT2,RP11-104N10.1,SLC22A15,FUZ,SUMO4,ZC3HC1,RP11-10L12.4
5724,NFE2,RP11-798M19.6,RP11-57H14.2,RP11-351I24.1,CENPU,RP5-1157M23.2,SULT1B1,CYP4F22
5725,SPATA24,DOCK7,CDC6,RP11-54O7.17,WNK3,AC012074.2,ANGPTL6,ZNF461
5726,UBE2T,LARS2,HUS1B,TMEM105,ZNF502,CA6,RP11-395G23.3,ZNF618
5727,C11orf95,KANSL1,CHST15,RP11-282O18.3,UTP14A,B3GAT1,RND1,TMEM135
5728,TAF15,RP11-158K1.3,TMEM200B,RP11-159D12.5,LINC00264,TMPRSS3,LRRC69,GS1-124K5.11
5729,RP11-83N9.5,BTBD6,LEO1,RP11-1055B8.7,COA3,RP5-1042K10.10,MUC20,ZXDB
5730,ROM1,ZHX3,MTBP,CTD-2659N19.9,RYK,PYCR1,TMEM234,ZSCAN25
5731,NFKBIL1,RP11-383H13.1,C18orf21,ESCO2,RNPS1,CTB-129O4.1,KANK3,CYP3A5
5732,HDAC2,KIAA1715,LRCH3,CYP2S1,RP11-197P3.4,AC024940.1,ZNF502,AREG
5733,RP11-666A20.4,LNX1,FAM174B,SHISA4,ACAA1,OXT,STARD8,CENPBD1
5734,ABHD2,NUMBL,DNAJA3,AC015971.2,RP11-46A10.5,FRMPD3,PRSS53,TWSG1
5735,PQLC2,RP4-684O24.5,PARD6A,AC004540.5,FSCN3,AASS,LRRC34,AC091729.9
5736,FTSJ3,METRN,KCTD21,CCDC153,CAD,MLLT4,MIR940,FOXP3
5737,INTS3,HSPB9,TNFSF13,SIGLEC12,LRRC3,RP11-317N8.5,RP11-214N9.1,HIATL2
5738,TMEM186,RP11-307C12.12,DLL3,TMEM144,TESK2,RAB40B,C14orf132,TLE2
5739,RP11-514O12.4,RP11-805J14.5,SHCBP1,IL27,MAFK,CECR6,GMPPB,AC110771.1
5740,IFNG,CTD-2023M8.1,OSR2,AC007036.6,RAB11FIP3,USP54,TRIM74,AP000350.4
5741,ZDHHC23,KRT73,PRPF3,LIPC,FPGT,COL6A1,AC131056.3,PDE9A
5742,SAMD12,ZBTB37,AC021860.1,RP11-8L8.2,KBTBD6,RP11-56B16.4,AC110771.1,MYLPF
5743,ZNF281,EEF2K,TM9SF1,RP11-443B7.1,PDDC1,C4BPB,TAS2R30,NAV1
5744,MFSD9,RP11-504P24.6,AC083843.2,LHFP,ZNF486,C22orf15,PDK4,RP11-293M10.5
5745,LIMD1,HOXA10,SLC12A6,LRP3,PRKAR2A-AS1,CTD-3065J16.9,RP11-161M6.2,ARSB
5746,EPRS,RP11-617D20.1,CECR6,RP11-17M16.1,BGLAP,RPL34-AS1,IL17RE,ZNF496
5747,RP1-20N2.6,SCRG1,VPS52,AZU1,ZNF746,CTD-3064H18.1,IQCK,TST
5748,ENDOD1,MRPL30,TIMM8A,SDS,TANC2,TUSC1,MMP14,CBY1
5749,RP11-421M1.8,IGSF22,CTA-293F17.1,TRNP1,ATP6V0E2-AS1,TMEM238,POMGNT2,CTD-2192J16.22
5750,KDM1B,CTD-2165H16.4,KCNMB4,TMCC1-AS1,ENO1-AS1,RP1-257A7.5,IRGM,CREB5
5751,ORC5,USP3-AS1,CTD-2256P15.4,RP3-399L15.3,MAP3K9,ZFP2,PVRL3,KLRC2
5752,ADPGK-AS1,PLEKHM3,RC3H1,FAM110B,AP000442.1,RP11-313P13.5,AC008443.1,ZNF718
5753,ACE,CTD-3195I5.1,RASA4B,RP11-446E9.2,PAX5,CTD-2201I18.1,RP11-755F10.1,CTB-61M7.2
5754,XKR6,RP11-271K21.11,MYO10,HOXB2,AC009948.5,AC083843.2,KDM4A-AS1,ZBTB37
5755,TAF4,AC012360.4,RP11-154H23.3,HOXA-AS2,RP11-493L12.4,TRIM54,B3GNT5,ZBTB45
5756,SH3TC1,RP11-95P2.1,RP4-684O24.5,ABTB2,RP11-190C22.8,AP003068.9,CITF22-92A6.1,TAF4
5757,RP11-817O13.8,RP11-379H18.1,PKMYT1,RP11-215G15.5,ORC1,ACE,WDR76,RP11-849F2.8
5758,LNX1,NCR3LG1,SAPCD2,C1orf213,UBE2C,KLHDC9,AC009473.1,LRRC27
5759,EXD3,LNX2,RP11-734K2.4,ITLN1,SPDL1,C9orf116,RP11-571M6.7,SFMBT2
5760,ZDHHC4,ZNF324B,PLIN5,RP3-473L9.4,TRIM37,TEX12,C2orf44,ZNF623
5761,OAZ2,KIF3A,CTA-407F11.8,FA2H,HDHD1,PIFO,LL22NC03-86G7.1,DENND5B
5762,C5orf66,ZNF16,FOXJ2,C1orf115,C17orf100,ALPL,C2orf40,SIPA1L3
5763,ZNF736,RPGRIP1L,RP11-425I13.3,BTBD19,GDI1,DCHS1,TNFRSF10D,HIST1H4K
5764,TMEM176A,RP11-378A13.2,DOCK4,RP11-443B7.3,NFKBIE,CTA-445C9.14,SLC2A5,RP11-973H7.4
5765,ZNF333,RP11-869B15.1,SOX12,AC007285.6,E2F6,CTC-550B14.7,RP11-277P12.20,AC025171.1
5766,NUDT17,SHCBP1,CTD-3074O7.12,PFKFB2,PRMT5-AS1,CLECL1,PP13439,ACY3
5767,GVQW1,DRAXIN,ZGPAT,PTPRM,AL133245.2,TPO,RP1-315G1.3,HIST1H4J
5768,FOXJ2,AC090186.1,CCDC26,ELOVL3,AGBL2,RP13-131K19.2,COL4A4,NDFIP2
5769,TVP23A,FNBP1L,ARSE,GPR84,DNASE1L3,ANKHD1-EIF4EBP3,RP11-950C14.3,C10orf91
5770,KATNAL1,RP5-1115A15.1,KB-1507C5.4,CCDC149,SSTR3,RP11-10C24.1,BMPR1A,CIB2
5771,PDLIM2,CYTL1,CARM1,DYSF,OPA3,MUC20,CTD-2619J13.14,LONRF1
5772,CEACAM3,LINGO3,NDUFB2-AS1,SKA1,ZNF628,CNKSR2,ANKS1B,ATP6AP1L
5773,TTC21B,CORO6,DNAJA2,PDK4,ATXN1,RP11-782C8.1,RP11-483I13.5,RP11-539L10.3
5774,AC005306.3,EPS8L1,CHML,PMP22,RILP,CRB1,BFSP1,LTC4S
5775,RP5-894D12.3,CELF2-AS1,RCBTB1,RP11-830F9.6,FSTL3,NPAS2,C1orf186,CLCN1
5776,RP13-131K19.2,RGL1,CASP5,CD1B,TRBV11-2,ATP6V1H,ANKRD37,CHST14
5777,NOD1,ACAD8,PARD6B,TMTC1,FAM105B,CDH20,RP11-326C3.2,ZNF169
5778,PTRF,AC018766.4,RP11-212I21.4,ACAD11,AAED1,ZNF711,UGGT2,RP5-892K4.1
5779,ZNF596,ZNF554,DUSP19,CTD-2540F13.2,ADAMTS10,ZNF57,ERCC6,GOLIM4
5780,DLG4,PRKAR2A-AS1,RP11-206L10.9,DDO,WDR44,CPA5,CCDC122,AC011893.3
5781,RP11-85F14.5,AP001046.6,SGCB,SCARA5,LRRK2,PANK1,DOCK7,RP5-1007M22.2
5782,BSCL2,CTD-2541M15.4,COPS7B,PGF,TMEM44-AS1,RP11-389O22.1,DLC1,AC002310.12
5783,RP11-875O11.1,RP11-23P13.7,CEBPA-AS1,TEX22,ALS2,ALDH4A1,SLC22A17,DDB2
5784,RP11-498P14.5,TMEM161B-AS1,SPIDR,NPIPB5,ZFPM1,TBC1D32,AC195454.1,URB1
5785,AC011558.5,RP11-452H21.4,NUGGC,CDH26,ZNF155,CRIM1,RP11-195F19.5,NAA40
5786,KIAA1524,CTD-2368P22.1,RP11-356C4.3,RP11-252C15.1,PAXIP1-AS2,CLIP2,RP11-513I15.6,RP11-488L18.10
5787,CTD-2020K17.1,TXK,XRCC3,EMP1,ZNF329,RP1-151F17.1,RP11-764K9.1,RGMB
5788,DYX1C1,HOXB-AS1,OTOA,FAM3D,TRAIP,AC009501.4,AIRE,AC079305.10
5789,TMEM220,SYNJ1,RP11-525A16.4,ABCC6,MTFR2,KHDRBS2,RP11-666A1.5,FAM222B
5790,NEK3,MORC4,RP11-81A22.5,FAM193B,SORBS1,DLL3,TMEM171,BICD1
5791,KIAA1009,AC009299.3,SRGAP1,CCDC96,ALG14,CELSR2,MIR4453,MACROD1
5792,EFHD1,C22orf43,TLDC2,RNASE1,CTBS,RP6-206I17.1,NXPH4,ZCCHC18
5793,BRAT1,CCDC153,SERPINB2,PRDM10,RP11-160H22.5,SERINC4,DDR1,RP11-413H22.2
5794,RP11-313P13.5,LZTFL1,RP11-277B15.3,RP11-656E20.5,ABCB10,RP11-713P17.3,DNAJC27,PMM2
5795,PSPH,GOLGA2,CEP120,ZDHHC4,LONRF3,ALDH1B1,RAD52,SMPD4
5796,RP11-60I3.5,GRB10,YEATS4,CTD-2319I12.2,CTC-297N7.8,EPM2A,RP11-242D8.1,C6orf57
5797,TRIM3,RP11-342I1.2,LINC00656,ITPRIPL2,CLINT1,RP11-302B13.5,MEGF6,ENTPD1-AS1
5798,RP4-798A10.7,HIST2H2BE,RP11-764K9.1,LL22NC03-86G7.1,RP5-1125A11.1,HIST2H2BF,ZNF709,OBSCN
5799,FAM221A,GAS2,RP5-899E9.1,FZD2,AC027307.3,RP6-206I17.2,ZNF324B,TSTD2
5800,RP11-533E19.5,AL353354.2,ANAPC1,FOPNL,USP40,AC195454.1,AC009961.3,NKD1
5801,RP11-474G23.3,RP11-445H22.3,C3orf14,MITF,RP3-380B8.4,RP11-178L8.7,RP11-734K2.4,NBPF9
5802,C14orf79,DPEP3,PADI2,EPHB3,BCO2,ABCA1,RP11-318C24.2,WRN
5803,ARHGAP12,CCR4,PAPOLG,HSD17B8,RP11-274B18.2,RP11-863K10.7,CTD-3195I5.1,AKAP11
5804,CTD-3131K8.2,CKAP2L,AC099850.1,ATP2A1,KTI12,TMEM52,GDF11,EIF2AK3
5805,RP11-802O23.3,EIF3J-AS1,ATRN,TPRG1-AS1,RP11-73O6.3,C5orf27,LGALS8-AS1,CTA-250D10.23
5806,CTA-384D8.36,ZNF772,GPER1,IL1R2,KCNAB3,ZNF449,TPRN,IL7
5807,PAPD7,ADD2,ITLN1,EPN2,SLC25A53,SGPP2,PLEKHG4,USP40
5808,PAQR7,RP11-16N11.2,CTD-2571L23.8,CH25H,GTF2A2,MTCP1,WDR66,KCNMB3
5809,MLLT4,TPBG,RP11-362F19.3,LTB4R2-1,ZFAND5,AC124944.3,RP11-307C12.12,SYNJ2
5810,RDH10,RND1,EHHADH,RP11-163N6.2,MED14,PPP2R3A,RP11-589C21.5,RP11-430B1.2
5811,GINS3,ZBED6CL,LINC01094,ACOX2,ASPM,SLC3A1,RP11-977G19.12,PRICKLE1
5812,TRAPPC9,FGF14-AS2,CANX,DLEU7,CTD-2135D7.5,RP11-292F22.7,RP11-415F23.4,C2CD2
5813,ZNF84,YTHDC2,RP11-338C15.3,SLC6A12,HTT,RP11-661A12.14,GPR55,TET3
5814,NEK1,RPA4,ADORA3,SCARF1,RP11-195F19.5,DMC1,TRIM59,SLC35D1
5815,ASB9,HIST1H2BG,TDRD9,OLFM1,PQLC3,SLC46A1,VSIG2,ZNF585B
5816,AC004463.6,RP11-438L19.1,RP11-282O18.3,TRIM74,YDJC,SCGB1B2P,PLEKHM3,SS18L1
5817,MANEA-AS1,TEC,CAMP,CTD-2215E18.1,IFT43,SEPP1,APOOL,QSOX2
5818,AC010894.5,CREB3L4,RP11-6J24.6,PRR7-AS1,PMPCB,NHS,ZBTB20-AS1,CNTROB
5819,CD274,AC145110.1,C9orf9,RP11-213H15.1,TBKBP1,RP11-379K17.12,PNMA3,PTGS2
5820,TTC39B,CDKL1,FBXO46,P2RY6,ZNF71,KIAA1107,LAYN,ORC1
5821,ZSCAN29,GDPGP1,LL22NC03-86G7.1,ANPEP,RP11-758P17.3,RP5-940J5.6,SPIN3,H3F3C
5822,ZFP57,PXDC1,ZBTB41,PIWIL4,LDOC1,CRYGS,INPP5A,NAGLU
5823,EGR2,SPTLC3,RAB2B,SOX15,SLC36A1,CTC-366B18.2,CHTF18,ZFP57
5824,LMO2,ZNF14,C2orf62,C19orf82,RP5-1021I20.1,ANKRD18B,CYP1B1,C2CD3
5825,AC147651.4,PLD6,SFXN2,RP11-488L18.8,MAL,SRRM5,CTD-2368P22.1,PFN2
5826,RP11-731C17.2,ZNF558,C9orf47,SGMS2,METTL4,ZNF724P,FZD2,TONSL
5827,PARS2,LIG4,FKBP7,HIST1H2BF,FRS3,ZNF547,CCDC176,C19orf40
5828,GS1-393G12.14,RP1-224A6.3,KRT23,DHDH,STK35,CTD-2516F10.2,MIR181A2HG,RP4-816N1.6
5829,PI4KA,TK1,SLC35E4,FRMD3,AC142528.1,CTD-2410N18.3,GALNT3,RP13-516M14.4
5830,LCMT2,MYO18A,RP11-156K13.3,HP,ARRDC4,WBP2NL,RP11-443B7.1,INTS2
5831,CD101,LINC00422,POLD2,RP4-583P15.15,EIF3C,RP11-274B21.10,LPP-AS2,SPATA7
5832,CABP4,FLJ00104,KIAA1841,CELSR3,AMT,RP11-126L15.4,CTD-2623N2.11,NEK4
5833,PPIP5K1,TCAP,DHX36,RP11-644F5.16,FAM195A,AC013449.1,HAS3,RP11-117D22.2
5834,AC012074.2,CERKL,CRIPAK,CLDN23,PROSER1,MAP3K14-AS1,FBXL19,MORN3
5835,CENPF,TRIM46,RP11-552D4.1,ZNF205,CYP51A1,ECT2,RP11-793H13.11,SLC29A3
5836,MRPS17-1,RP11-214O1.3,SIPA1L2,RNF122,DSEL,LINC00880,RP11-273G15.2,RP11-11N9.4
5837,CCNYL1,CTD-2201I18.1,CKM,C5orf54,ANGPT2,LINC00630,CTD-2085J24.4,ZNF598
5838,PURB,TAPT1-AS1,RP1-29C18.10,GNA11,AGAP5,KNTC1,MIR378D2,TCP11L1
5839,CPT1A,KCNH3,FLVCR1-AS1,OSGIN1,FRY,RP11-362K14.6,AC004463.6,TOP3B
5840,RP11-977G19.11,LINC01063,SPR,RP5-1142A6.2,SLC39A11,SHCBP1,CTD-2012K14.6,SULT1A4
5841,AC018766.4,RP11-10C24.1,GPR61,DNAJC9-AS1,MDK,ANKRD50,U47924.31,CBWD6
5842,NTAN1,PRMT5-AS1,BATF2,RP11-317J10.2,RAB12,CHGB,MEGF8,KIF23
5843,EFEMP2,MTMR2,RP11-351I24.1,RP11-290L1.3,RP11-849F2.8,NEIL2,DBF4B,SPECC1L
5844,OOEP,PPP1R26,LINC00482,COL4A4,SKP2,AC104699.1,SYNM,VSIG1
5845,SEMA4F,SGPP2,HIST1H4I,SEZ6L,LMBR1,Y_RNA,LINC00511,NUBPL
5846,SLC16A10,IPMK,NID1,AATK,SPOPL,HSF5,WDHD1,C1orf145
5847,B3GALTL,RHBDL1,PROS1,GPR125,GVQW1,RAPGEF3,RP11-403I13.4,EVC
5848,RP11-649E7.5,AGL,RNASE3,ITIH4,ABCB4,KRTAP5-AS1,SBF2-AS1,ZNF107
5849,ETF1,ADC,TDRP,FAM209A,IP6K1,RILPL1,NRBP2,ZFP1
5850,PPP1R12B,TMOD1,HDAC6,C2orf27A,RP11-152N13.5,RP5-930J4.4,RP11-393I2.4,CPEB2
5851,FAM20B,C10orf111,RP11-472N13.3,TMEM163,RP11-35G9.3,FGF14-AS2,ATP8B3,RP11-284N8.3
5852,MMP28,LRRC20,AC004069.2,SLC2A9,RP11-105N14.1,TLL2,ADAM23,ANK3
5853,CTD-2371O3.2,VPS13A-AS1,PBX1,GPR20,GS1-393G12.13,CTD-2350C19.2,DOCK9-AS2,CD101
5854,RP11-390F4.3,RP1-28O10.1,FAM127C,OPLAH,FDXR,ZNF541,RP4-798A10.2,CTD-2260A17.2
5855,PVRL3,RP4-635E18.8,AC005932.1,MOCS1,TMEM143,FAM47E-STBD1-1,LCAT,SLC16A11
5856,NFKBIB,CBWD3,CHST13,UACA,PDP2,DAB1,TRIM16,AL590452.1
5857,CYP2J2,LAMA5,BTBD6,RP11-84C10.2,POLR2A,FAM178B,CDK1,SH3BP5-AS1
5858,NFIX,RP11-558F24.4,RTEL1-TNFRSF6B,RP11-930P14.2,HIVEP3,AKR1CL1,RP11-56B16.4,FAM220A
5859,CTD-2086O20.3,KLHL11,CTD-2256P15.2,FOXM1,HCAR2,CCNT2-AS1,RP11-160O5.1,ZNF557
5860,GALR2,RPL34-AS1,KLHDC7B,RP11-54O7.11,POLR3B,MASTL,TMEM38A,MKS1
5861,ABCD1,FAM92A1,IL1RL2,AC004069.2,SLC29A1,ACVR2B,HIST1H2AL,RP11-162G10.5
5862,RP1-261D10.2,ZNF486,CELF2-AS1,CTD-2583P5.3,MTF1,RP11-402D21.2,ZNF417,TAF13
