,CD4 T,CD14 Monocytes,B,CD8 T,NK,FCGR3A Monocytes,Dendritic,Megakaryocytes
7840,PYGL,KRTCAP3,MFAP1,AL590822.2,FXYD6,PPAP2A,NAA25,SIRPA
7841,SIPA1L3,HCFC1-AS1,ANGPT2,ZNF555,TRIM2,LZTFL1,ATR,FASTKD2
7842,LGALSL,GZF1,KIF11,LAX1,NPIPB5,RP11-412D9.4,ZNF256,RGS12
7843,C19orf82,WNT11,FOXN2,EAF1,MYO16,MEX3C,PDGFD,TBC1D10B
7844,RP11-98D18.3,TTTY15,PDGFRB,CLDN12,STAM2,NINJ2,F5,DYRK1A
7845,AP003068.23,IL1R2,WBP1,EMILIN2,RP11-624C23.1,STEAP4,BSCL2,MTMR4
7846,ZBTB47,RP11-326C3.15,TOM1,CYB5R2,MAML3,IPP,FAM154B,PI4K2A
7847,PXDC1,ZNF726,ITSN1,TMPRSS3,SLC29A2,MBOAT2,KDM6A,DHDDS
7848,RP11-308N19.1,HINFP,NEO1,C9orf72,RILP,BAIAP3,INTS2,ZNF3
7849,ZFP36,TMA16,NUCKS1,RP11-457M11.5,NOG,CENPL,C1orf233,DOPEY2
7850,DHFR,C5orf34,SERAC1,HOMER1,RP11-448A19.1,SYNC,TGFB1I1,NUDT4
7851,ASAH2,SNX25,ZNRD1-AS1,MPHOSPH6,SIGLEC1,FAM13A,MAP1A,DIS3L
7852,RHOBTB3,ZNF619,RP3-508I15.22,PKNOX1,LENG9,PDCD1,TMEM102,RPE
7853,PRCD,TNFRSF8,IL1RAP,RASSF4,NPIPB11,RP11-693J15.5,DDI2,AC008964.1
7854,MARCO,ZNF432,PTS,PLXNC1,TLR6,RP11-103G8.2,CA11,SOWAHD
7855,PRRT2,AFAP1,AC005944.2,SLC38A11,C2CD2,RNF31,RP3-525N10.2,KMO
7856,HSPG2,PIGM,IGF2R,RP11-275I4.1,ERP27,LRP2BP,MYO1D,AGPAT4
7857,CYBRD1,ELMOD2,C5orf34,MCM8,RP11-313P13.5,PITPNA-AS1,ZNF287,FAM188A
7858,TMTC4,C3orf52,MIR22HG,CEBPA,RP11-862L9.3,TBCK,RP11-138I18.2,CTD-2186M15.3
7859,COL9A2,RHOBTB1,FAM229A,CTB-55O6.4,RP11-138I1.4,HSF2,TLR7,NOTCH2NL
7860,AL136376.1,TBPL1,GCN1L1,HOXA5,SEC14L5,ANO9,B4GALT6,PRMT3
7861,TCFL5,AFG3L2,C19orf40,GALNT12,PCBP3,RP11-841O20.2,RP11-126L15.4,FECH
7862,NFIL3,RCCD1,NHS,PPP1R7,FKBP1B,YES1,MED9,PGGT1B
7863,OCRL,CCDC154,CCSER2,LNX1,KLHDC4,RP11-647K16.1,PDCD1,DYM
7864,ASGR2,RP11-295P9.3,ZKSCAN5,ZBTB18,B3GALT2,BOLA3,U47924.30,GLYCTK
7865,H1FX-AS1,ZNF365,MICALL1,RBM45,ZNF134,ZNF354B,GSTT1,B9D2
7866,RAD52,TMEM163,RP11-973H7.4,LGALS8-AS1,RP11-242D8.1,CENPH,RNF111,PLXND1
7867,CTC-550B14.7,FCRL2,ATAD3C,LINC00402,DGUOK-AS1,PPT2-EGFL8,KBTBD7,ZW10
7868,PBK,TLK2,PIGZ,ATP5S,LOXL3,DNASE1L3,RP11-481A20.11,TVP23C
7869,KLHL7,LPAR2,IGFBP3,RP1-257A7.5,C15orf41,AMIGO1,OXLD1,UBR7
7870,PCNT,RP5-1007M22.2,EDA,CSRNP2,GPR55,NRP2,ALKBH5,PLEKHM2
7871,CR2,RP11-359I18.5,SIRT4,CINP,MTX3,LINC00623,PUS7L,AC084018.1
7872,COL4A3,RTKN2,MTMR8,ANKRD35,IKBKG,TMPRSS13,TSEN2,CTC-503J8.6
7873,KBTBD11,ABHD16B,AF127936.7,C5orf42,CTD-2537I9.12,USP3-AS1,FAM193A,CCDC127
7874,STAP2,POPDC2,PPP2CB,ZNF619,RP11-179B2.2,CBLN3,NDUFB2-AS1,ORC2
7875,TMEM63C,RP11-611E13.2,TUBGCP5,FASTKD5,AC097500.2,AMN,FASTKD5,ZNF138
7876,VANGL1,SNAI3-AS1,DKFZP779L1853,EXTL3,hsa-mir-1199,CKMT2-AS1,TSPAN7,FAAH
7877,DNLZ,ADAM19,NPIPA1,IQSEC2,GLS2,SLC17A9,RP11-731C17.2,TOX2
7878,DHRS11,TRMT61A,ZNF577,ZSWIM1,CLEC17A,SLC29A2,KIF13B,TOPBP1
7879,AL591479.1,TIAM2,PLEKHB1,ZNF45,ACVR1C,MYEF2,HPCAL4,PSMC1
7880,TMCC2,GSTO2,C5orf66,FBXL19,TMEM67,RP11-18H21.1,TBC1D30,SLC4A7
7881,QPRT,SRR,RBM41,ALDH3B1,C16orf58,RP11-90P5.2,RGS12,VENTX
7882,AC129492.6,FAAH2,CYP3A5,MSH2,UBAC2,CASC5,DAK,VPS13D
7883,PLXND1,RP11-47L3.1,KIAA0895L,NEURL4,CDK2AP1,RP11-426C22.5,RP11-404F10.2,MFSD4
7884,RP11-65I12.1,PEX13,SLC5A2,HIST3H2A,MCF2L-AS1,LPAR2,DNAJB4,SLC48A1
7885,APLF,EFHC1,USP53,SETDB1,SYNM,DLGAP3,PLA2G4C,CCDC6
7886,TWSG1,ZKSCAN2,MCM3,SYNJ2,RP11-73K9.2,BTBD6,KIAA1919,C12orf29
7887,CEP55,ATN1,CASD1,C3orf18,RP11-553L6.5,ATAD3C,BBS7,GEMIN8
7888,GPR107,RAB30,FYCO1,SRRM5,ENC1,WDR53,ABCB9,ALG8
7889,RNU11,PYCRL,LPHN1,FKBP7,FAM177B,HLX,MYB,SHMT1
7890,POLR2D,MACROD2,SLC39A13,AGO4,ZNF484,MSRB3,CLUAP1,MAN2B1
7891,SUOX,RP11-95D17.1,RP11-672L10.6,AC006547.15,TRIP6,ME3,ARG2,LINC00998
7892,IL18,PLEKHA3,RGAG4,CDK1,ZNF555,TMEM187,PFN2,CENPH
7893,SLC39A3,CTA-373H7.7,CETN3,RASGRP3,ZNF646,PEX1,TIMELESS,DPY19L4
7894,HOMER3,DDX43,PIK3R3,HDAC6,INTU,SLC41A3,LINC00623,SLC37A2
7895,SLC25A51,ASB2,SMYD5,SPATA20,NR2C2,RP11-111A22.1,MON1A,ST20
7896,ZNF74,RP11-192H23.6,ATAD2,RP13-582O9.7,NIFK-AS1,TCF20,FYCO1,GAB3
7897,TCN2,B4GALT6,C19orf44,PQLC1,OSGEPL1-AS1,MTA3,CYBRD1,FKBP14
7898,GOLGA5,SMOX,RP11-479G22.8,IBTK,ANK1,TMPO-AS1,RP11-672L10.6,ITGB2-AS1
7899,HIST4H4,RP11-22P6.3,C2CD5,SMARCAD1,CTD-2186M15.3,GPR160,CTC-503J8.6,LACTB2
7900,RP11-146F11.1,SLC39A14,CBX8,SMCR8,CCT6B,SERPINF2,CLEC4D,FZR1
7901,RBBP9,RP11-25K19.1,SPATA33,AXIN1,PLD2,ADAM23,SHROOM1,KDM5B
7902,PARP16,MRPL19,OAS2,STK19,TEFM,C19orf40,LRRC14,RP11-262H14.1
7903,DNAJB14,AL136376.1,RP13-580F15.2,ZNF665,TNNT1,MMRN1,DGCR2,PIKFYVE
7904,TLR6,N4BP2,PPP1R13L,CTC-378H22.2,STS,ZNF500,DENND2C,FAM105B
7905,OAF,CENPH,RING1,SPHK2,LINC00920,STX17,CTB-133G6.2,ZNF814
7906,BRCA1,ZNF683,ARMCX1,MDN1,GTSE1,IL7,ZNF248,TMEM209
7907,TMSB4Y,ENG,TRIM58,DTWD2,RP5-1007M22.2,XPOT,C11orf95,NUDT6
7908,RNASEH1-AS1,RP6-91H8.3,CSF1,NPHP4,RP11-178G16.4,ZNF438,RAC3,BTD
7909,MRPS2,ZNF440,HIC2,AEBP1,S100A13,UBE2W,SLC9A7,BEND5
7910,VPS13B,DENND4A,THOC5,CCDC157,SLC31A1,DNAJA4,EID2,C12orf49
7911,INHBA-AS1,DIP2C,ENPP5,RP11-637A17.2,RPGRIP1L,CEP290,AP001053.11,ZNF506
7912,CKAP2L,FCRL5,RP11-206L10.2,THAP7-AS1,ZNF845,WRNIP1,TEFM,IMPACT
7913,ZNF772,SLFN12L,ORAOV1,WDR12,ZFYVE20,AC009133.14,GRIPAP1,RAD54L2
7914,TRAPPC11,MAST4,DNAH1,CTD-2260A17.2,SSFA2,NET1,AEBP2,C17orf67
7915,AMIGO2,SETD9,APLF,SERAC1,PBK,WLS,RANBP6,HDAC9
7916,ZFP37,ANXA11,GPATCH2,AC074117.10,CRB3,CD28,RP11-154J22.1,PTS
7917,VAV3-AS1,IGF1R,PER2,POP4,STAB1,RP5-827C21.4,ELMOD3,EPG5
7918,RP11-553K8.2,ANKRD13C,METTL6,ICAM1,LINC00562,FBXW9,RP11-553K8.2,PIGO
7919,HSF4,ACOT11,SLC51A,MAP1S,FZD3,OSGIN1,ENPP4,DGKD
7920,CRYBG3-1,RNLS,AQR,TRPS1,CCDC24,DPY19L3,CNTROB,NVL
7921,RP11-960L18.1,LRP12,SLC26A11,TMEM242,RGMB,AHCYL1,ZNF783,SDR42E1
7922,LY75,PLCG1,NOL3,CSGALNACT1,NUDT4,COL6A2,LZTR1,NAA25
7923,TRAPPC13,COL9A3,C19orf35,ZNF724P,ZNF19,LINC00968,RDH14,PTPN9
7924,C21orf119,KIFC3,SPTLC1,ZNF517,NOD1,FKBP1B,ACCS,GNG10
7925,ZNF768,CHCHD6,ZBED4,MTRF1L,MCOLN1,OTUD3,FANCE,SLC8B1
7926,L2HGDH,SENP8,CTD-2015H6.3,CARD11,RP11-539L10.3,KRT1,ZNF595,MCCC1
7927,HMMR,RWDD2A,ETFA,HSD17B1,RP11-117D22.2,ZFAND4,UBTD1,GPR35
7928,ATL3,CTD-2012K14.6,OLIG1,LRRC8A,EPHA4,ZNF528,RP11-443B7.3,PHLDB3
7929,KLRF1,USP49,LZTS1,FARP2,PAQR7,JAM3,MLC1,LRCH3
7930,IQCH-AS1,PON2,PLEKHA7,TTC24,GS1-393G12.14,DSE,WDR5B,RP11-47L3.1
7931,BCAT1,RAB6B,POFUT2,CTC-338M12.6,RP11-111A22.1,RIC8B,CSAD,STK11IP
7932,CTB-58E17.1,TMEM33,KLF5,LILRA4,SIAE,LEMD2,AK1,GTF3C1
7933,CHST10,POLG,CLEC2D,CENPU,ACVR2A,RNF157,MCM3AP-AS1,APOL2
7934,ARHGAP6,RP11-138A9.2,FAM161B,PGM2,C1orf61,FTO,RAP1A,C19orf59
7935,ZNF709,SLC26A2,KRBA1,IL6,AKIRIN1,SLC15A4,DYNC1I2,HIVEP3
7936,AL133245.2,HLA-DQB1-AS1,STRN3,RP5-1092A3.4,RP11-169D4.2,UXT-AS1,RN7SL1,ZADH2
7937,ZNF626,ATRIP,EGLN3,CCDC73,CCR4,SLC25A30,RP1-20N2.6,TLE1
7938,MXRA7,ZNF639,TNFRSF12A,PRRT3,C9orf169,C9orf64,YLPM1,FAM199X
7939,ADAT3,RNF185,AUH,PARG,C9orf38,VAMP1,GRAMD4,PAOX
7940,MKI67,CEP290,USP46,GPR150,ITPKB-AS1,CNN3,WDR65,MCAT
7941,C6orf47,ANKAR,GSTM1,COX16,DTX1,BCDIN3D,IRAK2,SLC35E2B
7942,CDC25A,CNPY4,SNX24,CAD,RP11-266J6.2,STK39,RP11-359I18.5,PAAF1
7943,RP11-159D12.2,JAKMIP1,GRASP,CD93,WDR19,PMP22,BAIAP3,WDTC1
7944,DMPK,DPY19L4,ZC3H18,RBMS2,PIP4K2B,OSGEPL1,MATN1-AS1,SNHG10
7945,HES1,CACNA1A,AP000783.1,AL441883.1,ZBTB18,LRRC8A,RAB30,RCC1
7946,DEGS2,MICAL2,AC139100.2,GPR141,MMP17,AC005253.4,NPHP1,RNF20
7947,FAM106A,UFSP1,DDR1,EDC3,RP11-176H8.1,P2RY10,UAP1L1,RP4-610C12.3
7948,MEIG1,ZXDB,HID1,HAUS5,PAAF1,LAMP3,FANK1,PRPF39
7949,OSGIN2,GPR150,ACOT11,XKR6,RP4-798A10.2,TOP1MT,ZFP64,CLCN5
7950,CCSER1,ELP4,RPP25,ZNF738,GOLGA7B,RP5-887A10.1,PIGQ,ZMYM4
7951,PPP4R1L,THNSL2,LOH12CR1,OVGP1,HIST1H4A,SEPHS1,AC093391.2,DCTN5
7952,NUSAP1,MAP3K4,OPRL1,AC012358.8,LINC00342,NUDT13,MECR,ECE2
7953,ZNF470,NUP133,PRKCDBP,ITGA2B,RP11-162G10.5,CCNB2,RP11-78A19.3,C11orf54
7954,PLB1,ZNF222,RP11-513I15.6,RP11-802O23.3,RP11-265N6.1,IL18R1,N6AMT1,ASB16-AS1
7955,COQ5,CLASRP,PAK3,LINC01023,TBC1D22B,RP11-104L21.3,PHKB,FANK1
7956,AVPI1,GKAP1,ZNF529,MT-ND6,MIB1,AGL,C16orf52,PANK3
7957,PDXDC1,EHD3,IGFLR1,MED17,RTN4R,THUMPD2,PDZD8,C11orf49
7958,C9orf96,CDC42BPB,AGMAT,RP11-502I4.3,C20orf201,ARHGAP22,ZNF354B,VPS11
7959,NHSL1,HIP1R,ACVR2A,C1orf101,GIPR,C8orf59,TP53I13,URGCP
7960,BMP1,KIAA2026,CCDC7,MYCBP2-AS1,SLC5A2,CCT6B,COPZ2,EEA1
7961,STARD5,LILRA4,RNLS,VBP1,KCNQ5,ZUFSP,PGM2,C6orf203
7962,PLEKHG4,FOSL1,C6orf57,PLAG1,SFPQ,RAB38,RAB27B,AK9
7963,SSH3,TNK2-AS1,DKK3,ZNF587B,CTD-2007H13.3,UBAC2-AS1,AC002467.7,PREP
7964,GEM,IL18R1,TRBV11-2,CLEC10A,CENPE,SLC35F5,MTHFSD,POMT1
7965,ZNF135,TMEM194B,DMKN,AC009506.1,HID1,ACOT7,ZNF404,CEP104
7966,TPM2,CCDC146,RP11-424N24.2,PRMT7,NPIPB6,PAXBP1,TMEM184C,ZZEF1
7967,HIRIP3,ZNF740,FAM89A,POLR3A,TCF7L2,ZHX1-C8ORF76,RALGDS,YTHDC2
7968,LAMP5,MEST,FOSL1,RP11-313P13.5,RP11-290D2.3,CCDC151,AKT3,ZC4H2
7969,TNIK,SNX16,EMR1,CDK8,RP11-58B17.2,HDAC5,FAM111B,RP11-421L21.3
7970,CEMP1,PLK4,RP11-344P13.6,PXMP2,P2RX5-TAX1BP3,TRIM3,ZNF345,RP11-400F19.6
7971,CDPF1,RP3-322G13.5,NFATC2IP,RSG1,SLC24A4,AK4,AL354822.1,C17orf80
7972,MAZ,RP1-265C24.8,ATP13A4,NUDT6,N4BP2,DTX3,STARD5,GIGYF2
7973,RP5-892K4.1,ZNF345,GLRX3,SLC38A7,RP11-126L15.4,C22orf34,CPSF1,ALDOC
7974,ZNF324B,FLVCR2,MAPK8IP3,ZNF48,ZNF432,SIMC1,IGF2R,RPS6KA5
7975,SLC43A2,GPR114,RAB33A,PPAP2A,RAB3IP,AP3M2,FER,USP44
7976,SLC17A9,SERPINI1,NOD2,AGTRAP,LINC00886,C6orf136,DCBLD1,PLA2G7
7977,GALNT1,HRASLS,GOLGA5,CUBN,PAGR1,ATE1,AC005253.4,C12orf73
7978,DLST,AC006369.2,MLYCD,ASGR1,AC011899.9,RANBP9,RP11-296O14.3,SP1
7979,RP4-773N10.4,FITM2,RP11-712B9.2,SCRIB,LAPTM4B,PSMC3IP,WDR7,EXTL3
7980,NRIP1,THRA,ACSS2,SLC6A4,ANKRD55,BCL7A,KRTCAP3,RASD1
7981,B3GALNT1,NFATC2,NOXA1,RP5-1180C10.2,ZNF346,GADD45G,COCH,SLC30A1
7982,SMARCAD1,SEMA7A,SLC46A2,ALPK1,CLDN7,TYMS,CAB39,ZNF595
7983,CTD-2616J11.2,CXCR2,ZNF668,RNPC3,RP3-395M20.9,ZBED4,FZD1,LDLRAD4
7984,THAP8,SPATA7,FAM65C,ENDOD1,RP11-293M10.5,KCNK7,DNAJB1,GALNS
7985,TMEM241,LIN54,MPP5,RP11-345P4.9,PPT2,FAM115C,C1orf200,TMEM256-PLSCR3
7986,KIAA0907,C19orf68,TBC1D8,ZDHHC23,RP3-400N23.6,AMFR,ZNF566,FAM117B
7987,SLC14A1,SLC4A4,CPNE8,THAP9,RP11-1348G14.5,SLC26A11,INTS8,AFF1
7988,LCNL1,TESPA1,GGACT,ZSCAN31,YPEL4,BLZF1,TGFBR1,GOLGA3
7989,KIAA0101,RP11-98D18.9,HK2,NSMAF,TRIM54,CYP1B1,MIR29A,KHK
7990,CTB-91J4.1,RP11-644F5.11,TNFRSF10D,KRR1,MYH10,ADNP2,IL1RAP,YWHAG
7991,CLCN4,PDIA5,LOXL1,RAC3,AP001058.3,AC007228.9,C4orf29,NRM
7992,ZNF77,SAMD14,FAM47E-STBD1-1,MANSC1,SLC4A5,C2orf81,TMEM121,GALNT1
7993,7SK-2,CENPJ,TJP3,RP11-1191J2.5,AHDC1,ECSIT,TPRG1,HIST1H1E
7994,RP11-656D10.3,E4F1,ZNF337,MAPKAP1,MORN4,MYSM1,ENC1,ACADSB
7995,RP11-499P20.2,CACNA1C-AS2,MCOLN3,C1QA,VKORC1L1,ZNF45,ZNF169,PTPLB
7996,RMI1,DVL2,EXO5,LSM12,NKD1,HINT2,VKORC1L1,FAM129A
7997,LRRC26,ADARB1,ZBED6,CTB-102L5.4,HYAL2,LIMK2,VAV3-AS1,RP5-1073O3.7
7998,CLCN5,CTD-2270L9.4,ARFGEF2,MEF2BNB-MEF2B,MB21D2,COBLL1,SLFN12,CSNK1G1
7999,HSPA13,NHSL1,ZNF121,ZNF397,WWC2,XXbac-BPG252P9.10,AGPAT5,ERAL1
8000,CSF2RA,FEM1C,HSPA1L,PEX13,TMEM64,SCO1,IL6ST,TROVE2
8001,CLSPN,PODXL2,SART3,RNF19B,RP11-486G15.2,ABCD2,PPFIBP1,MED22
8002,ATXN7L2,REPIN1,RP13-131K19.6,TMEM131,LRRC1,TMEM168,PIK3AP1,PPM1D
8003,GPX7,KRT1,PLEC,DFFB,RP11-466F5.8,TTC13,ZNF460,CCDC117
8004,METTL21B,RNF122,KIAA1328,PITPNM2,GHRL,EIF3J-AS1,RP11-1348G14.5,ZNF675
8005,AGAP3,NLRC4,KISS1R,BHLHE40-AS1,DTWD2,ZNF296,CCDC183,ZFX
8006,GS1-124K5.3,ELMOD3,SNX27,ANKZF1,RP11-803D5.4,SHPK-1,PDS5A,RBBP5
8007,TLR8,ASB13,SLC19A1,PHF13,KIF5C,AC009133.12,LGALSL,PBX4
8008,AP001462.6,ATP8B2,SFMBT2,TRERF1,CBWD6,FBXL16,RP11-802O23.3,MAP2K6
8009,AUH,EXOG,MVK,SORT1,RP11-798G7.6,PYGB,STEAP1B,RBM41
8010,ZFP28,HOXB3,NUP153,CLEC4A,COCH,C1orf50,HGD,MTF1
8011,FAM66C,HAUS7,AMIGO1,STARD4,LINC00663,DLEU1,C6orf57,CDC42EP2
8012,ZDHHC14,DLEU1,CNEP1R1,AC002117.1,JAM3,FAM213A,ZNF570,PCYOX1
8013,FAM86C1,HADH,TMEM79,NAA15,NAP1L2,CTD-2541M15.1,UGGT1,AIDA
8014,TRIM32,TMEM260,RGP1,UBXN7-AS1,RP11-111M22.2,RFX2,PAN3,APAF1
8015,RP3-525N10.2,LUCAT1,FAM66C,FANCM,RP5-1180C10.2,C2orf27A,RP11-218M22.1,EDEM1
8016,SPAG5,UBE2C,CTLA4,CTD-2006K23.1,RNFT2,SYP,GALE,ORAOV1
8017,CTC-503J8.6,CDKN2AIP,RP11-158K1.3,NPM2,IFT43,HOMER1,RET,EFHC1
8018,TPTEP1,IST1,C4orf36,NEDD4,PMEPA1,RP11-115C21.2,PYGB,DENND4A
8019,LTBR,RBL1,ERCC8,SPATA33,MCF2L,FCRL2,ZNF808,AMBRA1
8020,TNNT1,INTS5,AC115618.1,THBS3,DENND2C,EXOC3L1,ARIH2OS,UBE3B
8021,RP11-37B2.1,RP11-351D16.3,MYEF2,PLEKHB1,TMEM52,PHF2,TRAF3IP2,EIF4G3
8022,CCNY,TGFBR3,SV2A,AC021188.4,RP11-867G23.4,SYNE2,INTS9,CDHR3
8023,AC073283.7,CTB-133G6.2,CTC-425F1.4,GPR160,IGFBP3,RP11-332H14.2,TRIM21,ARHGEF11
8024,BMF,CTC-428G20.3,RP11-575L7.8,LPCAT2,RP11-61J19.4,FBLN7,RGP1,ENO3
8025,MRPL27,HIST1H2BF,SRRM1,ZNF678,SLC16A4,AC004257.3,AC004257.3,SH3GLB2
8026,NLRP3,KCNG1,ANG,RASL11A,SAP30L,TRRAP,MIR22HG,SCAMP1
8027,RP11-862L9.3,RP11-164H13.1,IVNS1ABP,IBA57,ZNF70,PMS1,AC104532.4,CCL3L3
8028,LDHD,SDCBP2-AS1,AKAP5,SLC29A3,PPP1R12B,ABHD3,LINC00494,SAMD8
8029,URB2,SGK223,TUBG1,C2orf40,RP11-402D21.2,JAKMIP1,RP11-488L18.10,DUSP14
8030,MAP3K5,NTNG2,CXorf40B,RP11-403A21.1,ZFP41,POLR3H,EIF2AK3,APEX2
8031,IARS2,ZSWIM1,CYP27A1,NBL1,ARL10,SDCBP2,ZNF71,LRRN3
8032,ASAP1,MVK,AMMECR1,EYA3,RP11-345P4.9,CTD-2037K23.2,ASTN2,NIF3L1
8033,CDCA7,AC079922.3,RP11-452L6.7,RP11-490O6.2,FAM161A,ZNF786,RP11-353N4.4,SLC35A5
8034,DLG5,SMIM8,RP11-131L23.1,DOLPP1,ZNF765,RP11-318C24.2,SMG1,ADIPOR2
8035,VAV2,MTAP,ABCA5,ZDHHC14,FFAR2,AC099850.1,STX1A,ABAT
8036,DDX24,CTD-2616J11.2,XXbac-B476C20.9,TIPRL,ZNF540,LPAR5,ZNF717,C10orf88
8037,FAM21A,AEBP2,ASAH2B,CSF2RB,ITPK1,MARCKS,INF2,BDH2
8038,LHFPL2,TSGA10,HEMGN,SLFN12,SGOL1,KIF3A,EFCAB4A,WDR48
8039,ZNF827,ZNF506,IPO11,PARS2,CUL2,RP11-279F6.3,RP11-796G6.2,FGD5-AS1
8040,ZNF347,TMEM9B-AS1,CTD-2371O3.2,LCMT2,CTD-2368P22.1,TK1,HS2ST1,EID2
8041,DCAF10,RP5-1065J22.8,CUBN,MTHFD1L,AGAP6,AC079767.4,TATDN2,SLC26A6
8042,ZNF273,NRXN2,BPTF,LIG1,HAR1A,TTC7A,RP11-798M19.6,FNDC3B
8043,POLD1,XXbac-B135H6.15,E2F6,RP11-391M1.4,ME3,RP11-327F22.2,SLC12A2,SLC37A3
8044,RRAGD,RP11-212I21.4,ZNF559,MTF1,DOPEY2,ANAPC10,ZNF283,MCM3AP
8045,HLA-DOA,ST6GALNAC3,RP1-29C18.10,AC079767.4,PER2,KIAA0101,FHOD1,RBM28
8046,HS2ST1,IL2RA,TRIM62,CEP70,PALB2,RECQL5,GABBR1,POLR1A
8047,LINC00494,TGFB1I1,TEC,KIF23,SEPP1,MPV17L2,PARG,ABCC10
8048,GOLT1B,DZIP3,ZNF589,RAB4A,MMEL1,PTPLA,SIRT4,ICAM1
8049,TRPM4,MRPS35,LCMT2,WDFY4,FAM154B,AC023490.1,RP4-610C12.3,RP11-285F7.2
8050,ICMT,THTPA,KDM5D,TRAM2-AS1,AL136376.1,AKR1E2,RP11-359B12.2,ZC3H12A
8051,EIF3K,DPP3,VWA5A,AC110771.1,LBX2-AS1,TM9SF1,RP11-426C22.5,SLC39A8
8052,CC2D1A,TSPAN18,CDC42EP2,IL12RB2,MROH1,NEK3,ZNRF2,NARFL
8053,RP11-452L6.1,CD248,EPG5,SPTLC1,KIAA0196,BAMBI,WRN,NARS2
8054,SPIN4,ZNF765,RP11-66N24.3,ZMYND19,EPHX1,SLC30A9,MRPL1,NEK6
8055,HS6ST1,SELP,RTN4R,LIN9,CLIC4,TNFRSF9,PRICKLE3,ENOSF1
8056,MYOM1,PIK3C2B,CLPB,KIAA1958,RP11-87C12.2,NEFH,RP11-693J15.5,FXYD7
8057,SERHL2,AP001469.9,BTBD8,HTRA1,TMEM121,PROCR,CARF,MRE11A
8058,ZNF726,ZNF341,PEX7,LIMA1,ARAP3,ALDH18A1,BRMS1L,CXCR5
8059,C9orf116,DLEU2L,RGS12,SPDL1,RSPH9,FGFBP3,SHISA4,AP2A2
8060,ZNF585B,CDCA4,RP11-386I14.4,ZNF485,ZNF234,LY6G5B,NSUN6,ZNF444
8061,IFT172,UBP1,CCDC9,ALS2,KIAA1324,KBTBD3,CROT,CEACAM4
8062,CENPJ,MCF2L,COX6B2,LNX2,TLDC2,RP11-16E12.1,RB1CC1,MOSPD1
8063,ARHGEF3,ZFP82,SCN1B,UST,GAB2,C12orf29,RP3-508I15.22,RBM48
8064,DCAF15,MSRB3,BRD1,SUMO4,CD163,XXbac-B135H6.18,LZIC,GNAQ
8065,RP11-65J3.1,SPIN4,CD1E,B3GALNT1,CDC26,PKNOX1,ERMP1,BRAP
8066,PROCR,AIFM2,DROSHA,PLXNA3,FCGR3B,LMTK2,UVSSA,CCR6
8067,RP11-388M20.1,AC009120.6,CSPP1,BTBD2,TPX2,ZRANB1,NOMO1,CDCA4
8068,ARL11,SH2B1,GDPD1,RP1-140A9.1,LMO7,C12orf49,WDPCP,BRD3
8069,RP11-309G3.3,SWT1,STON1,MNT,CFH,RP1-43E13.2,NEO1,TSC1
8070,DEPDC1B,LMOD3,MED16,POC1A,TAB3,AHI1,GPA33,ICA1
8071,PARP2,NT5E,CTD-2086O20.3,DPY19L1,MYO7B,C7orf31,FCRLB,VCPKMT
8072,KCNN1,PITPNA-AS1,WWC3,DND1,MYOM1,FDXACB1,RPS6KA2,AGPAT3
8073,ZSWIM3,NAE1,NOL6,PSME2,CDC42EP2,RP11-222K16.2,CPT1A,GSTM3
8074,ZNF644,CLDN23,GAREML,MEIS1,PLXNA3,CRELD1,C17orf80,TNRC6A
8075,SMG5,EPB42,PINK1,SLX4,PLB1,PTCH1,PLXDC1,RLIM
8076,AC009133.12,TRAF7,TSNARE1,KDM4C,ASB13,NKRF,ZSCAN32,UBFD1
8077,PEX10,FAM161B,RFWD2,RP3-455J7.4,BOP1,RP11-706O15.1,UACA,HIST1H2BC
8078,RP11-423O2.5,SLC25A29,RASAL3,UBTD2,ZNF304,CNFN,ALPK1,NUDCD1
8079,TNKS1BP1,SMURF2,ZNF438,ENHO,CD274,RP11-70P17.1,HIST1H4K,COQ9
8080,DLEC1,KLHL14,NELFB,CTD-2007H13.3,MTF1,B3GNT5,CXCR6,NUDT14
8081,RP11-274B18.2,AK1,TMEM64,HIST2H2BF,POU5F1B,TTC31,GRWD1,RP11-244H3.4
8082,RP11-67L2.2,CUBN,NPL,LINC00493,FAM229A,RFX3,UBR3,KLHL21
8083,SPNS1,AC020571.3,NFYA,NMB,SLC16A1-AS1,CAPS,GTPBP10,CCRL2
8084,DUSP19,AC078883.3,BYSL,SUSD1,KIF13A,ZNF550,TENM1,MICB
8085,CLIC5,AC004447.2,HAAO,HIST1H2BH,GPR150,GPR180,UTP14C,P2RY13
8086,FBXW2,GSPT2,AURKC,KCNH2,DHRS1,PICK1,FMNL3,RP11-798M19.6
8087,ABL2,AC061992.2,MKS1,RP11-492E3.2,CEP76,UPK2,RP4-635E18.8,RP11-222K16.2
8088,LILRA5,ENPP5,ZBTB11-AS1,CMTM5,MYLK-AS1,PRKACA,HEMGN,ZNF652
8089,SIGLEC9,VPS37A,AC006116.20,WDR3,EVA1C,ALDH5A1,NCAPD3,TBP
8090,RPS4Y2,SPDYA,IL17RC,FZD6,C11orf82,AMN1,HSPBAP1,THEM6
8091,MBLAC2,RP11-563N4.1,ZMYND19,CEP170B,METTL15,PPAT,RP11-104L21.3,NUDT18
